province,year_month,n_attacks,n_isis_attacks,n_isis_success,n_killed,n_wounded,n_casualties,n_attacks_with_casualties,n_suicide,n_not_suicide,n_success,n_failure,n_bombing,n_armed_assault,n_assassination,n_kidnapping,n_targ_civilian,n_targ_military,n_targ_police,n_targ_govt,n_targ_business,casualties_per_attack,killed_per_attack,n_strikes,strike_fatalities,n_turkish_strikes,province_id,time_index,log_strikes,log_turkish_strikes,log_strikes_lag1,log_strikes_lag2,log_strikes_lag3,log_strikes_lag4,log_strikes_lag5,log_strikes_lag6
Wasit,2018-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2018-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2018-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2018-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2018-05-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2018-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2018-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2018-08-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2018-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2018-10-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2018-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2018-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-01-01,1,0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,17,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-05-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-08-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-10-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2019-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-05-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-06-01,1,0,0.0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1.0,1.0,0,0,0,17,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-08-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-10-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-11-01,1,1,1.0,2,4,6,1,0,1,1,0,0,0,0,0,0,0,1,0,0,6.0,2.0,0,0,0,17,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasit,2020-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,17,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
