province,year_month,n_attacks,n_isis_attacks,n_isis_success,n_killed,n_wounded,n_casualties,n_attacks_with_casualties,n_suicide,n_not_suicide,n_success,n_failure,n_bombing,n_armed_assault,n_assassination,n_kidnapping,n_targ_civilian,n_targ_military,n_targ_police,n_targ_govt,n_targ_business,casualties_per_attack,killed_per_attack,n_strikes,strike_fatalities,n_turkish_strikes,province_id,time_index,log_strikes,log_turkish_strikes,log_strikes_lag1,log_strikes_lag2,log_strikes_lag3,log_strikes_lag4,log_strikes_lag5,log_strikes_lag6
Baghdad,2016-05-01,92,18,17.0,257,649,906,89,9,83,87,5,79,9,2,1,44,4,9,9,17,10.179775280898877,2.8876404494382024,2,4,0,4,4,1.0986122886681098,0.0,1.0986122886681098,0.0,0.0,0.0,,
Baghdad,2016-06-01,97,4,4.0,148,517,665,97,3,94,91,6,90,5,0,0,53,3,1,3,26,6.855670103092783,1.5257731958762886,1,2,0,4,5,0.6931471805599453,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,
Baghdad,2016-07-01,82,9,8.0,527,636,1163,82,7,75,79,3,76,4,1,1,45,6,4,6,16,14.182926829268293,6.426829268292683,2,10,0,4,6,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0
Baghdad,2016-08-01,89,2,2.0,133,398,531,89,4,85,86,3,75,8,5,0,38,3,4,10,25,5.966292134831461,1.4943820224719102,2,3,0,4,7,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0
Baghdad,2016-09-01,90,11,10.0,154,509,663,90,7,83,85,5,84,6,0,0,40,5,3,6,24,7.366666666666666,1.711111111111111,2,2,0,4,8,1.0986122886681098,0.0,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0
Baghdad,2016-10-01,71,8,8.0,158,466,623,67,7,64,70,1,67,4,0,0,28,3,2,7,26,9.298507462686567,2.3582089552238807,1,0,0,4,9,0.6931471805599453,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098
Baghdad,2016-11-01,75,12,12.0,91,343,434,71,0,75,73,2,72,2,1,0,36,2,1,4,21,6.112676056338028,1.2816901408450705,5,0,0,4,10,1.791759469228055,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098
Baghdad,2016-12-01,49,22,22.0,77,223,300,47,4,45,49,0,47,1,0,1,39,2,1,1,3,6.382978723404255,1.6382978723404256,2,0,0,4,11,1.0986122886681098,0.0,1.791759469228055,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453
Baghdad,2017-01-01,51,15,15.0,103,282,385,49,6,45,47,4,49,1,0,1,36,1,0,0,9,7.857142857142857,2.1020408163265305,0,0,0,4,12,0.0,0.0,1.0986122886681098,1.791759469228055,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0986122886681098
Baghdad,2017-02-01,49,4,4.0,89,243,332,49,1,48,47,2,47,1,1,0,28,1,3,1,12,6.775510204081633,1.816326530612245,0,0,0,4,13,0.0,0.0,0.0,1.0986122886681098,1.791759469228055,0.6931471805599453,1.0986122886681098,1.0986122886681098
Baghdad,2017-03-01,53,2,2.0,72,186,258,53,1,52,50,3,51,2,0,0,22,5,2,2,16,4.867924528301887,1.3584905660377358,0,0,0,4,14,0.0,0.0,0.0,0.0,1.0986122886681098,1.791759469228055,0.6931471805599453,1.0986122886681098
Baghdad,2017-04-01,24,3,3.0,19,63,81,23,4,20,20,4,23,0,1,0,12,2,1,1,5,3.5217391304347827,0.8260869565217391,0,0,0,4,15,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.791759469228055,0.6931471805599453
Baghdad,2017-05-01,40,8,7.0,63,170,233,40,7,33,29,11,37,1,2,0,10,4,6,3,9,5.825,1.575,0,0,0,4,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.791759469228055
Baghdad,2017-06-01,30,2,1.0,7,45,52,30,2,28,19,11,28,2,0,0,11,0,2,0,6,1.7333333333333334,0.23333333333333334,0,0,0,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098
Baghdad,2017-07-01,35,2,2.0,23,68,91,35,0,35,34,1,22,7,3,2,20,6,3,2,3,2.6,0.6571428571428571,1,0,0,4,18,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2017-08-01,41,10,10.0,33,88,121,41,2,39,36,5,37,4,0,0,20,6,0,1,6,2.951219512195122,0.8048780487804879,0,0,0,4,19,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0
Baghdad,2017-09-01,34,2,2.0,20,67,87,34,0,34,31,3,30,2,2,0,13,8,2,1,8,2.5588235294117645,0.5882352941176471,2,0,0,4,20,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0
Baghdad,2017-10-01,25,0,0.0,12,50,62,25,0,25,24,1,23,2,0,0,5,3,1,1,8,2.48,0.48,1,0,0,4,21,0.6931471805599453,0.0,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0
Baghdad,2017-11-01,23,1,0.0,10,35,45,23,1,22,20,3,19,3,1,0,7,3,1,3,4,1.9565217391304348,0.43478260869565216,0,0,0,4,22,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0
Baghdad,2017-12-01,18,0,0.0,5,49,54,18,0,18,18,0,17,0,0,0,7,1,0,1,8,3.0,0.2777777777777778,1,0,0,4,23,0.6931471805599453,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.0
Baghdad,2018-01-01,31,5,3.0,68,144,212,31,6,25,26,5,23,4,1,0,7,1,1,6,7,6.838709677419355,2.193548387096774,0,0,0,4,24,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453
Baghdad,2018-02-01,22,0,0.0,7,55,62,22,0,22,22,0,21,1,0,0,9,2,0,1,9,2.8181818181818183,0.3181818181818182,1,0,0,4,25,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,0.0
Baghdad,2018-03-01,20,0,0.0,7,26,33,19,0,20,17,3,17,1,1,0,7,0,0,1,8,1.736842105263158,0.3684210526315789,2,0,0,4,26,1.0986122886681098,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098
Baghdad,2018-04-01,7,0,0.0,1,9,10,7,0,7,6,1,5,1,1,0,4,0,0,0,2,1.4285714285714286,0.14285714285714285,1,0,0,4,27,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453
Baghdad,2018-05-01,13,3,1.0,6,22,28,13,3,10,7,6,10,0,3,0,5,0,0,3,2,2.1538461538461537,0.46153846153846156,1,0,0,4,28,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,0.0
Baghdad,2018-06-01,10,3,3.0,2,14,16,10,0,10,9,1,6,2,1,0,4,0,1,1,1,1.6,0.2,0,0,0,4,29,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453
Baghdad,2018-07-01,7,4,4.0,3,20,23,7,0,7,6,1,6,1,0,0,5,0,0,1,0,3.2857142857142856,0.42857142857142855,0,0,0,4,30,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0
Baghdad,2018-08-01,12,7,7.0,2,41,43,12,0,12,12,0,12,0,0,0,10,1,0,0,0,3.5833333333333335,0.16666666666666666,0,0,0,4,31,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453
Baghdad,2018-09-01,27,12,12.0,6,34,40,26,0,27,18,9,23,1,3,0,14,1,1,1,0,1.5384615384615385,0.23076923076923078,0,0,0,4,32,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098
Baghdad,2018-10-01,12,6,6.0,7,21,28,12,0,12,12,0,11,1,0,0,10,0,1,0,0,2.3333333333333335,0.5833333333333334,0,0,0,4,33,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453
Baghdad,2018-11-01,10,8,8.0,11,20,31,9,0,10,10,0,8,1,0,0,6,1,0,1,0,3.4444444444444446,1.2222222222222223,0,0,0,4,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
Baghdad,2018-12-01,5,0,0.0,2,2,4,5,1,4,3,2,3,0,1,0,1,0,0,0,2,0.8,0.4,1,0,0,4,35,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2019-01-01,3,0,0.0,2,0,2,3,0,3,2,1,1,1,1,0,0,0,0,0,1,0.6666666666666666,0.6666666666666666,0,0,0,4,36,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0
Baghdad,2019-02-01,2,0,0.0,2,0,2,1,0,2,2,0,0,1,0,1,1,0,0,0,0,2.0,2.0,0,0,0,4,37,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0
Baghdad,2019-03-01,1,0,0.0,2,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,2.0,2.0,0,0,0,4,38,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0
Baghdad,2019-04-01,6,0,0.0,3,1,4,6,0,6,4,2,3,1,2,0,2,1,1,1,0,0.6666666666666666,0.5,0,0,0,4,39,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0
Baghdad,2019-05-01,8,2,1.0,10,19,29,8,1,7,4,4,5,0,3,0,3,0,0,2,1,3.625,1.25,0,0,0,4,40,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0
Baghdad,2019-06-01,7,2,2.0,12,37,49,7,1,6,7,0,5,2,0,0,1,0,0,1,2,7.0,1.7142857142857142,0,0,0,4,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
Baghdad,2019-07-01,6,1,1.0,3,6,9,6,1,5,3,3,6,0,0,0,1,0,0,1,0,1.5,0.5,0,0,0,4,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2019-08-01,3,2,2.0,2,15,17,3,0,3,3,0,3,0,0,0,2,0,0,0,1,5.666666666666667,0.6666666666666666,0,0,0,4,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2019-09-01,11,9,8.0,1,24,25,11,1,10,10,1,10,1,0,0,8,0,0,1,0,2.272727272727273,0.09090909090909091,0,0,0,4,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2019-10-01,10,1,1.0,6,11,17,6,0,10,10,0,3,5,1,0,2,1,0,1,0,2.8333333333333335,1.0,0,0,0,4,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2019-11-01,15,3,3.0,14,104,118,15,0,15,15,0,12,1,0,2,7,0,1,2,1,7.866666666666666,0.9333333333333333,0,0,0,4,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2019-12-01,25,0,0.0,55,159,189,22,0,25,25,0,11,7,0,7,18,3,1,0,1,8.590909090909092,2.5,0,0,0,4,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2020-01-01,20,1,1.0,4,19,23,19,0,20,20,0,12,2,3,3,8,4,0,0,1,1.2105263157894737,0.21052631578947367,0,0,0,4,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2020-02-01,23,1,1.0,5,31,36,21,0,23,23,0,17,2,1,2,7,5,0,0,1,1.7142857142857142,0.23809523809523808,0,0,0,4,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2020-03-01,12,0,0.0,0,8,8,11,0,12,12,0,10,1,0,1,4,0,0,1,1,0.7272727272727273,0.0,0,0,0,4,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2020-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,4,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2020-05-01,10,5,5.0,1,11,12,10,0,10,10,0,9,0,0,0,6,2,0,0,0,1.2,0.1,0,0,0,4,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2020-06-01,8,0,0.0,1,0,1,8,0,8,8,0,7,1,0,0,0,1,0,0,2,0.125,0.125,0,0,0,4,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2020-07-01,9,2,2.0,1,6,7,9,0,9,7,2,6,0,1,2,2,0,0,0,0,0.7777777777777778,0.1111111111111111,0,0,0,4,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2020-08-01,14,0,0.0,0,0,0,14,0,14,11,3,11,2,0,0,4,1,0,0,0,0.0,0.0,2,7,0,4,55,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2020-09-01,9,0,0.0,6,7,13,9,0,9,9,0,9,0,0,0,0,0,0,0,3,1.4444444444444444,0.6666666666666666,0,0,0,4,56,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0
Baghdad,2020-10-01,8,0,0.0,1,2,3,8,0,8,7,1,7,0,0,0,3,0,0,1,2,0.375,0.125,0,0,0,4,57,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0
Baghdad,2020-11-01,14,0,0.0,3,10,13,14,0,14,14,0,9,2,2,0,3,0,0,3,5,0.9285714285714286,0.21428571428571427,0,0,0,4,58,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0
Baghdad,2020-12-01,10,0,0.0,1,6,7,10,0,10,9,1,7,1,1,1,3,1,0,0,4,0.7,0.1,0,0,0,4,59,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0
Basra,2016-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,0,0.0,0.0,,,,,,
Basra,2016-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,1,0.0,0.0,0.0,,,,,
Basra,2016-03-01,1,0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,5,2,0.0,0.0,0.0,0.0,,,,
Basra,2016-04-01,2,1,1.0,6,10,16,2,1,1,2,0,2,0,0,0,1,0,0,1,0,8.0,3.0,0,0,0,5,3,0.0,0.0,0.0,0.0,0.0,,,
Basra,2016-05-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,,
Basra,2016-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Basra,2016-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2016-08-01,1,0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2016-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2016-10-01,1,0,0.0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2016-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2016-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-02-01,4,0,0.0,1,2,3,4,0,4,4,0,3,0,1,0,2,1,0,0,1,0.75,0.25,0,0,0,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-03-01,2,0,0.0,0,3,3,2,0,2,2,0,2,0,0,0,0,0,1,0,1,1.5,0.0,0,0,0,5,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-04-01,1,0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,5,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-05-01,5,2,2.0,14,31,45,5,2,3,5,0,5,0,0,0,2,2,1,0,0,9.0,2.8,0,0,0,5,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-06-01,2,0,0.0,0,4,4,2,0,2,1,1,1,0,1,0,0,0,0,2,0,2.0,0.0,0,0,0,5,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-07-01,2,0,0.0,1,0,1,2,0,2,1,1,0,1,1,0,0,0,0,2,0,0.5,0.5,0,0,0,5,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-08-01,2,0,0.0,0,0,0,2,0,2,1,1,1,1,0,0,1,0,0,1,0,0.0,0.0,0,0,0,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-10-01,2,1,1.0,2,0,2,2,0,2,2,0,2,0,0,0,1,0,0,0,1,1.0,1.0,0,0,0,5,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-11-01,3,0,0.0,0,0,0,3,0,3,3,0,3,0,0,0,2,0,0,0,1,0.0,0.0,0,0,0,5,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2017-12-01,3,0,0.0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,3,0.0,0.0,0,0,0,5,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-01-01,7,0,0.0,0,0,0,7,0,7,7,0,7,0,0,0,4,0,0,0,1,0.0,0.0,0,0,0,5,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-02-01,2,0,0.0,0,1,1,2,0,2,2,0,2,0,0,0,1,0,0,0,1,0.5,0.0,0,0,0,5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-04-01,7,0,0.0,1,0,1,3,0,7,7,0,6,0,0,1,5,0,1,0,1,0.3333333333333333,0.3333333333333333,0,0,0,5,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-05-01,2,0,0.0,0,0,0,2,0,2,0,2,0,0,2,0,1,0,1,0,0,0.0,0.0,0,0,0,5,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-07-01,3,0,0.0,1,0,1,3,0,3,3,0,2,1,0,0,0,0,0,0,2,0.3333333333333333,0.3333333333333333,0,0,0,5,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-08-01,3,0,0.0,1,1,2,3,0,3,3,0,2,1,0,0,1,0,0,0,2,0.6666666666666666,0.3333333333333333,0,0,0,5,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-09-01,7,0,0.0,2,1,3,7,0,7,6,1,4,1,2,0,1,0,0,2,1,0.42857142857142855,0.2857142857142857,0,0,0,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-10-01,4,0,0.0,0,4,4,4,0,4,3,1,2,2,0,0,0,0,0,1,0,1.0,0.0,0,0,0,5,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-11-01,3,0,0.0,2,3,5,3,0,3,3,0,1,0,2,0,1,1,0,0,1,1.6666666666666667,0.6666666666666666,0,0,0,5,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2018-12-01,3,0,0.0,2,1,3,3,0,3,3,0,3,0,0,0,1,0,0,0,0,1.0,0.6666666666666666,0,0,0,5,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-01-01,1,0,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,5,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-03-01,3,0,0.0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,1,2,0.0,0.0,0,0,0,5,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-04-01,2,0,0.0,1,0,1,2,0,2,1,1,0,1,1,0,0,1,0,1,0,0.5,0.5,0,0,0,5,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-05-01,3,0,0.0,1,0,1,3,0,3,3,0,2,0,1,0,1,0,0,1,0,0.3333333333333333,0.3333333333333333,0,0,0,5,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-06-01,6,0,0.0,0,4,4,6,0,6,5,1,5,0,1,0,2,0,0,1,2,0.6666666666666666,0.0,0,0,0,5,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-07-01,4,0,0.0,0,1,1,4,0,4,4,0,3,0,0,1,1,0,0,0,3,0.25,0.0,0,0,0,5,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-08-01,1,0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,5,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-10-01,3,0,0.0,2,0,2,2,0,3,3,0,2,0,1,0,2,0,0,1,0,1.0,1.0,0,0,0,5,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2019-12-01,1,0,0.0,5,0,5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,5.0,5.0,0,0,0,5,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-01-01,3,0,0.0,3,5,8,3,0,3,3,0,1,1,1,0,1,0,0,0,1,2.6666666666666665,1.0,0,0,0,5,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-02-01,2,0,0.0,2,0,2,2,0,2,2,0,0,1,1,0,1,1,0,0,0,1.0,1.0,0,0,0,5,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-03-01,5,0,0.0,3,2,5,5,0,5,4,1,0,3,2,0,3,0,1,1,0,1.0,0.6,0,0,0,5,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-04-01,1,0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,5,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-05-01,3,1,1.0,0,0,0,2,0,3,1,2,1,2,0,0,0,0,0,0,2,0.0,0.0,0,0,0,5,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-07-01,2,0,0.0,0,1,1,2,0,2,2,0,1,1,0,0,1,0,0,1,0,0.5,0.0,0,0,0,5,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-08-01,5,0,0.0,5,4,9,5,0,5,4,1,1,1,3,0,4,1,0,0,0,1.8,1.0,0,0,0,5,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-10-01,1,0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,5,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basra,2020-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhi Qar,2016-01-01,1,0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,6,0,0.0,0.0,,,,,,
Dhi Qar,2016-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,6,1,0.0,0.0,0.0,,,,,
Dhi Qar,2016-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,6,2,0.0,0.0,0.0,0.0,,,,
Dhi Qar,2016-04-01,2,1,1.0,15,27,42,2,2,0,1,1,2,0,0,0,0,0,0,0,1,21.0,7.5,0,0,0,6,3,0.0,0.0,0.0,0.0,0.0,,,
Dhi Qar,2016-05-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,6,4,0.0,0.0,0.0,0.0,0.0,0.0,,
Dhi Qar,2016-06-01,1,0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,0,0,0,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dhi Qar,2016-07-01,1,1,1.0,3,0,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,3.0,3.0,0,0,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhi Qar,2016-08-01,1,0,0.0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1.0,0.0,0,0,0,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
